Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
OMEGA-850mb global ERA5,mbar/day,0.528,4.169,-3.641,34.069,66.171,55.633,0.458
T-850mb global ERA5,K,281.02,281.013,0.007,10.138,11.383,1.087,0.997
T-200mb global ERA5,K,217.332,218.029,-0.696,3.636,3.313,1.535,0.927
TAUXY ocean ERA5,N/m^2,0.084,0.07,0.013,0.056,0.054,0.027,0.904
LHFLX global MERRA2,W m-2,87.101,82.564,4.537,54.766,53.507,14.555,0.968
SHFLX global MERRA2,W m-2,17.632,18.307,-0.675,20.186,23.553,10.155,0.904
PSL global MERRA2,mbar,1011.235,1010.859,0.376,11.291,9.078,3.08,0.978
FSNS global MERRA2,W m-2,163.104,164.825,-1.721,73.611,71.969,17.023,0.973
FLNS global MERRA2,W m-2,53.22,62.48,-9.261,20.861,18.874,12.405,0.918
NET_FLUX_SRF global MERRA2,W m-2,5.152,1.474,3.678,47.102,43.441,21.147,0.897
PRECT global MERRA2,mm/day,3.036,2.917,0.118,2.413,3.0,1.669,0.832
TMQ global MERRA2,kg/m2,24.802,24.618,0.184,14.664,15.478,1.864,0.994
U-850mb global MERRA2,m s-1,1.049,1.055,-0.005,6.651,5.894,1.352,0.985
U-200mb global MERRA2,m s-1,16.175,16.109,0.066,12.811,12.859,1.965,0.988
Z3-500mb global MERRA2,hectometer,56.568,56.575,-0.007,2.836,2.686,0.224,0.998
OMEGA-200mb global MERRA2,mbar/day,0.174,-0.102,0.276,11.672,10.771,7.511,0.779
OMEGA-500mb global MERRA2,mbar/day,-0.318,0.038,-0.357,23.169,26.802,19.696,0.698
OMEGA-850mb global MERRA2,mbar/day,0.528,0.169,0.359,34.069,41.152,31.494,0.637
T-850mb global MERRA2,K,281.02,281.315,-0.295,10.138,10.453,0.96,0.997
T-200mb global MERRA2,K,217.332,218.047,-0.715,3.636,3.479,1.598,0.92
TAUXY ocean MERRA2,N/m^2,0.084,0.078,0.005,0.056,0.057,0.02,0.94
TREFHT global ERA5,DegC,14.703,14.289,0.414,13.77,14.204,1.515,0.995
TREFHT land ERA5,DegC,9.816,9.247,0.569,18.407,19.122,2.461,0.993
TREFHT global MERRA2,DegC,14.703,14.387,0.316,13.77,14.565,1.621,0.995
TREFHT land MERRA2,DegC,9.816,8.691,1.125,18.407,19.875,2.709,0.994
PminusE global GPCP_OAFLux,mm/day,0.029,-0.1,0.129,2.545,2.41,1.064,0.925
PminusE global COREv2_Flux,mm/day,0.028,-0.282,0.31,2.564,2.356,1.217,0.898
