1964,5012.6335,24231.3326
1965,5003.0786,24302.5684
1966,5072.8586,24642.2535
1967,5142.8785,24982.1649
1968,5213.1384,25322.3024
1969,5283.6383,25662.6662
1970,5354.3781,26003.2561
1971,5474.9367,26279.1419
1972,5596.7023,26553.0881
1973,5719.6749,26825.0947
1974,5843.8546,27095.1618
1975,5969.2413,27363.2892
1976,6117.0061,27699.6422
1977,6266.7305,28032.9041
1978,6418.4144,28363.0751
1979,6572.0578,28690.1551
1980,6727.6607,29014.1441
1981,6810.8066,29249.0046
1982,6892.7968,29482.1469
1983,6973.6312,29713.5713
1984,7053.3099,29943.2775
1985,7131.8327,30171.2656
1986,7187.6515,30772.9531
1987,7242.8954,31376.1749
1988,7297.5644,31980.9310
1989,7351.6585,32587.2214
1990,7405.1777,33195.0460
1991,7495.0881,33705.0772
1992,7585.1581,34212.1262
1993,7675.3875,34716.1930
1994,7765.7765,35217.2777
1995,7856.3251,35715.3801
1996,7831.1326,35639.8911
1997,7805.9018,35563.6786
1998,7780.6329,35486.7427
1999,7755.3257,35409.0833
2000,7729.9804,35330.7004
YEAR,BC Em,OC Em
